Product,Type,Release Date,Process Size (nm),TDP (W),Cores,Freq (MHz),Foundry,Vendor,Benchmark
Intel Pentium 3556U,CPU,2013-09-01,22,15,2,1700,Intel,Intel,1017
AMD Athlon II X2 245,CPU,2009-07-23,45,65,2,2900,Unknown,AMD,1022
AMD Athlon II X2 220,CPU,2010-09-21,45,65,2,2800,Unknown,AMD,1024
AMD A6-4400M,CPU,2012-05-15,32,35,1,2700,Unknown,AMD,1026
Intel Pentium G630T,CPU,2011-09-04,32,35,2,2300,Intel,Intel,1029
Intel Core2 Duo E8300,CPU,2008-04-01,45,65,2,2833,Intel,Intel,1034
Intel Celeron N2940,CPU,2014-05-22,22,7,4,1830,Intel,Intel,1035
AMD Athlon 7850,CPU,2000-06-05,180,40,2,700,Unknown,AMD,1037
Intel Atom E3845,CPU,2013-10-08,22,10,4,1910,Intel,Intel,1038
AMD Athlon II X2 235e,CPU,2009-10-20,45,45,2,2700,Unknown,AMD,1049
Intel Xeon W3503,CPU,2009-03-30,45,130,2,2400,Intel,Intel,1052
Intel Celeron 2980U,CPU,2013-09-01,22,15,2,1600,Intel,Intel,1056
Intel Celeron G530T,CPU,2011-09-04,32,35,2,2000,Intel,Intel,1056
Intel Pentium G6950,CPU,2010-01-07,32,73,2,2800,Intel,Intel,1061
Intel Core i3-350M,CPU,2010-01-07,32,35,2,2267,Intel,Intel,1062
Intel Pentium B980,CPU,2012-09-01,32,35,2,2400,Intel,Intel,1064
Intel Core2 Duo E8200,CPU,2008-01-01,45,65,2,2667,Intel,Intel,1064
AMD A4-3400,CPU,2011-09-07,32,65,2,2700,Unknown,AMD,1066
Intel Pentium E6600,CPU,2010-01-17,45,65,2,3067,Intel,Intel,1072
Intel Pentium E6500,CPU,2009-08-09,45,65,2,2933,Intel,Intel,1073
Intel Pentium E6500,CPU,2009-08-09,45,65,2,2933,Intel,Intel,1073
AMD Athlon II X2 245e,CPU,2010-05-11,45,45,2,2900,Unknown,AMD,1075
AMD Athlon II X2 250,CPU,2009-06-02,45,65,2,3000,Unknown,AMD,1083
Intel Celeron G1101,CPU,2010-01-07,32,73,2,2266,Intel,Intel,1086
Intel Core2 Duo E7500,CPU,2009-01-10,45,65,2,2933,Intel,Intel,1090
Intel Core2 Extreme X7900,CPU,2007-08-01,65,44,2,2800,Intel,Intel,1093
AMD A4-3420,CPU,2011-12-20,32,65,2,2800,Unknown,AMD,1094
Intel Celeron G530,CPU,2011-09-04,32,65,2,2400,Intel,Intel,1096
AMD Phenom II X2 B57,CPU,2010-05-11,45,80,2,3200,Unknown,AMD,1099
Intel Celeron G550T,CPU,2011-09-04,32,35,2,2200,Intel,Intel,1102
AMD Athlon II X2 210e,CPU,2010-09-21,45,45,2,2600,Unknown,AMD,1105
AMD Phenom II X2 545,CPU,2009-06-01,45,80,2,3000,Unknown,AMD,1107
Intel Celeron G540,CPU,2011-09-04,32,65,2,2500,Intel,Intel,1110
AMD Athlon II X2 260,CPU,2010-05-11,45,65,2,3200,Unknown,AMD,1113
Intel Celeron G1820TE,CPU,2013-12-01,22,54,2,2200,Intel,Intel,1115
AMD A6-1450,CPU,2013-05-23,32,8,4,1000,Unknown,AMD,1117
Intel Core2 Duo E8135,CPU,2008-01-01,45,65,2,2667,Intel,Intel,1119
AMD A6-5345M,CPU,2013-06-01,32,17,2,2200,Unknown,AMD,1122
Intel Core i3-370M,CPU,2010-06-20,32,35,2,2400,Intel,Intel,1126
AMD Phenom II X2 B53,CPU,2009-10-01,45,80,2,2800,Unknown,AMD,1126
Intel Core i3-2312M,CPU,2011-03-01,32,35,2,2100,Intel,Intel,1138
Intel Core i3-2312M,CPU,2011-09-01,32,35,2,2100,Intel,Intel,1138
Intel Pentium G640T,CPU,2012-06-03,32,35,2,2400,Intel,Intel,1139
Intel Core2 Extreme X9100,CPU,2008-07-01,45,44,2,3067,Intel,Intel,1139
Intel Core2 Duo E6850,CPU,2007-07-01,65,75,2,3000,Intel,Intel,1140
Intel Xeon W3505,CPU,2009-03-30,45,130,2,2533,Intel,Intel,1142
Intel Pentium 3805U,CPU,2015-03-01,14,15,2,1900,Intel,Intel,1148
AMD Phenom II X2 B55,CPU,2009-10-01,45,80,2,3000,Unknown,AMD,1151
Intel Pentium E6700,CPU,2010-05-30,45,65,2,3200,Intel,Intel,1152
AMD Athlon II X2 250e,CPU,2010-09-21,45,45,2,3000,Unknown,AMD,1155
AMD A6-9220C,CPU,2019-01-07,28,6,2,1800,Unknown,AMD,1159
AMD A6-5350M,CPU,2013-06-01,32,35,2,2900,Unknown,AMD,1160
Intel Core2 Duo E7600,CPU,2009-05-10,45,65,2,3067,Intel,Intel,1161
AMD Athlon II X2 255,CPU,2010-01-25,45,65,2,3100,Unknown,AMD,1163
Intel Pentium G645T,CPU,2012-09-02,32,35,2,2500,Intel,Intel,1164
Intel Core i3-380M,CPU,2010-10-26,32,35,2,2534,Intel,Intel,1165
Intel Pentium E5800,CPU,2010-11-28,45,65,2,3200,Intel,Intel,1165
Intel Pentium E6800,CPU,2010-08-29,45,65,2,3333,Intel,Intel,1166
Intel Core2 Duo E8400,CPU,2008-01-01,45,65,2,3000,Intel,Intel,1169
AMD Phenom II X2 550,CPU,2009-06-01,45,80,2,3100,Unknown,AMD,1169
AMD Phenom II X2 550,CPU,2009-11-04,45,80,2,3100,Unknown,AMD,1169
Intel Celeron G540T,CPU,2011-09-04,32,35,2,2100,Intel,Intel,1174
Intel Pentium G840,CPU,2011-05-22,32,65,2,2800,Intel,Intel,1175
Intel Celeron 3755U,CPU,2015-03-01,14,15,2,1700,Intel,Intel,1182
Intel Core i3-3217U,CPU,2012-06-01,22,17,2,1800,Intel,Intel,1188
AMD A4-4000,CPU,2013-06-01,32,65,1,3000,Unknown,AMD,1190
AMD A6-3410MX,CPU,2011-06-14,32,45,4,1600,Unknown,AMD,1199
Intel Celeron G550,CPU,2012-06-01,32,65,2,2600,Intel,Intel,1200
Intel Pentium G620,CPU,2011-05-22,32,65,2,2600,Intel,Intel,1207
Intel Pentium G620,CPU,2011-05-22,32,65,2,2600,Intel,Intel,1207
Intel Core i5-450M,CPU,2010-09-26,32,35,2,2400,Intel,Intel,1208
Intel Core i5-430M,CPU,2010-01-07,32,35,2,2267,Intel,Intel,1211
AMD A4-5300B,CPU,2012-10-02,32,65,2,3400,Unknown,AMD,1220
Intel Core i3-2328M,CPU,2012-09-01,32,35,2,2200,Intel,Intel,1221
AMD Phenom II X3 705e,CPU,2009-06-02,45,65,3,2500,Unknown,AMD,1222
AMD A6-3400M,CPU,2011-06-14,32,35,4,1400,Unknown,AMD,1226
AMD Phenom X4 GP-9530,CPU,2008-07-01,65,65,4,2000,Unknown,AMD,1228
AMD Athlon II X2 265,CPU,2010-09-21,45,65,2,3300,Unknown,AMD,1233
AMD Athlon II X2 270,CPU,2011-07-01,45,65,2,3400,Unknown,AMD,1234
Intel Core i3-2330M,CPU,2011-06-01,32,35,2,2200,Intel,Intel,1235
Intel Core i3-2330M,CPU,2011-06-01,32,35,2,2200,Intel,Intel,1235
Intel Celeron 2950M,CPU,2013-09-01,22,37,2,2000,Intel,Intel,1237
Intel Celeron 2950M,CPU,2013-09-01,22,37,2,2000,Intel,Intel,1237
Intel Core2 Duo E8500,CPU,2008-01-01,45,65,2,3166,Intel,Intel,1238
AMD A6-5357M,CPU,2013-06-01,32,35,2,2900,Unknown,AMD,1260
AMD A6-3420M,CPU,2011-12-20,32,35,4,1500,Unknown,AMD,1262
Intel Core i3-2350M,CPU,2011-10-01,32,35,2,2300,Intel,Intel,1263
Intel Celeron G555,CPU,2012-09-01,32,65,2,2700,Intel,Intel,1268
Intel Pentium G640,CPU,2012-06-03,32,65,2,2800,Intel,Intel,1270
Intel Pentium G630,CPU,2011-09-04,32,65,2,2700,Intel,Intel,1277
Intel Core i5-460M,CPU,2010-09-26,32,35,2,2534,Intel,Intel,1279
AMD A6-5400K,CPU,2012-10-02,32,65,1,3600,Unknown,AMD,1279
AMD A4-5000,CPU,2013-05-23,32,15,4,1500,Unknown,AMD,1289
AMD A8-4555M,CPU,2012-09-27,32,19,2,1600,Unknown,AMD,1307
AMD Phenom II X2 555,CPU,2010-01-25,45,80,2,3200,Unknown,AMD,1308
AMD A8-3500M,CPU,2011-06-14,32,35,4,1500,Unknown,AMD,1308
Intel Pentium 3550M,CPU,2013-09-01,22,37,2,2300,Intel,Intel,1309
AMD Athlon II X3 400e,CPU,2009-10-20,45,45,3,2200,Unknown,AMD,1320
AMD A4-5050,CPU,2014-02-01,32,15,4,1500,Unknown,AMD,1328
AMD Athlon II X3 405e,CPU,2009-10-20,45,45,3,2300,Unknown,AMD,1331
Intel Celeron G1610T,CPU,2012-12-03,22,35,2,2300,Intel,Intel,1334
AMD A4-5300,CPU,2012-10-02,32,65,2,3400,Unknown,AMD,1349
Intel Core i3-2332M,CPU,2011-09-01,32,35,2,2200,Intel,Intel,1353
Intel Pentium G645,CPU,2012-09-02,32,65,2,2900,Intel,Intel,1353
AMD Athlon II X2 280,CPU,2013-02-06,45,65,2,3600,Unknown,AMD,1355
AMD Phenom II X2 570,CPU,2010-05-03,45,80,2,3500,Unknown,AMD,1360
Intel Core2 Duo E8600,CPU,2008-08-08,45,65,2,3333,Intel,Intel,1362
Intel Core i3-3217UE,CPU,2012-08-01,22,17,2,1600,Intel,Intel,1362
Intel Pentium 2020M,CPU,2012-09-01,22,35,2,2400,Intel,Intel,1367
Intel Pentium G850,CPU,2011-05-22,32,65,2,2900,Intel,Intel,1373
AMD A6-3500,CPU,2011-08-17,32,65,3,2100,Unknown,AMD,1382
AMD A9-9400,CPU,2016-05-31,28,10,2,2400,Unknown,AMD,1390
AMD A8-3520M,CPU,2011-12-20,32,35,4,1600,Unknown,AMD,1398
Intel Pentium G6951,CPU,2010-09-01,32,73,2,2800,Intel,Intel,1401
AMD Phenom II X2 565,CPU,2010-12-07,45,80,2,3400,Unknown,AMD,1405
AMD Phenom II X3 740,CPU,2009-09-01,45,95,3,3000,Unknown,AMD,1424
AMD Phenom II X2 560,CPU,2010-09-21,45,80,2,3300,Unknown,AMD,1426
AMD A6-5400B,CPU,2012-10-02,32,65,1,3600,Unknown,AMD,1428
AMD Phenom II X3 700e,CPU,2009-06-02,45,65,3,2400,Unknown,AMD,1430
AMD A4-6300,CPU,2013-06-01,32,65,1,3700,Unknown,AMD,1431
Intel Pentium G860,CPU,2011-09-04,32,65,2,3000,Intel,Intel,1437
AMD Athlon II X3 415e,CPU,2010-05-11,45,45,3,2500,Unknown,AMD,1441
Intel Core i5-2467M,CPU,2011-06-01,32,17,2,1600,Intel,Intel,1445
AMD A6-3430MX,CPU,2011-12-20,32,45,4,1700,Unknown,AMD,1448
Intel Core i3-530,CPU,2010-01-07,32,73,2,2933,Intel,Intel,1449
AMD A6-6400K,CPU,2013-06-01,32,65,1,3900,Unknown,AMD,1453
AMD A8-3510MX,CPU,2011-06-14,32,45,4,1800,Unknown,AMD,1457
Intel Celeron G1620,CPU,2012-12-03,22,55,2,2700,Intel,Intel,1466
AMD Phenom II X3 720,CPU,2009-02-09,45,95,3,2800,Unknown,AMD,1466
AMD Phenom II X3 720,CPU,2010-01-01,45,95,3,2800,Unknown,AMD,1466
Intel Celeron G1610,CPU,2012-12-03,22,55,2,2600,Intel,Intel,1478
Intel Core i3-2120T,CPU,2011-09-04,32,35,2,2600,Intel,Intel,1486
Intel Pentium G870,CPU,2012-06-03,32,65,2,3100,Intel,Intel,1495
AMD A9-9410,CPU,2016-05-31,28,25,2,2900,Unknown,AMD,1504
AMD Phenom II X4 900e,CPU,2009-06-02,45,65,4,2400,Unknown,AMD,1505
Intel Celeron G1620T,CPU,2013-09-01,22,35,2,2400,Intel,Intel,1507
AMD Opteron 2354,CPU,2008-10-01,65,79,4,2000,Unknown,AMD,1509
AMD A9-9420,CPU,2016-05-31,28,15,2,3000,Unknown,AMD,1515
Intel Core i3-540,CPU,2010-01-07,32,73,2,3066,Intel,Intel,1516
AMD A9-9425,CPU,2016-05-31,28,15,2,3100,Unknown,AMD,1524
Intel Xeon E5504,CPU,2009-03-30,45,80,4,2000,Intel,Intel,1529
AMD Phenom II X3 B73,CPU,2009-10-01,45,95,3,2800,Unknown,AMD,1538
AMD Phenom II X3 710,CPU,2010-10-01,45,95,3,2800,Unknown,AMD,1554
AMD Phenom II X3 710,CPU,2009-02-09,45,95,3,2600,Unknown,AMD,1554
AMD Athlon II X3 420e,CPU,2010-09-21,45,45,3,2600,Unknown,AMD,1557
Intel Core i5-4200Y,CPU,2013-06-04,22,12,2,1400,Intel,Intel,1558
AMD Phenom II X3 B75,CPU,2009-10-01,45,95,3,3000,Unknown,AMD,1560
Intel Celeron G1830,CPU,2013-12-01,22,54,2,2800,Intel,Intel,1560
Intel Pentium G3220T,CPU,2013-09-01,22,35,2,2600,Intel,Intel,1564
AMD A8-3530MX,CPU,2011-06-14,32,45,4,1900,Unknown,AMD,1570
Intel Celeron G1840T,CPU,2014-05-01,22,54,2,2500,Intel,Intel,1576
AMD Athlon II X3 425,CPU,2009-10-20,45,95,3,2700,Unknown,AMD,1576
AMD Athlon II X3 425,CPU,2011-05-03,45,45,3,2700,Unknown,AMD,1576
AMD A8-3550MX,CPU,2011-12-20,32,45,4,2000,Unknown,AMD,1579
Intel Core i3-550,CPU,2010-05-30,32,73,2,3200,Intel,Intel,1588
Intel Core i3-3110M,CPU,2012-06-01,22,35,2,2400,Intel,Intel,1609
Intel Core i3-3110M,CPU,2012-06-01,22,35,2,2400,Intel,Intel,1609
AMD A8-5545M,CPU,2013-06-01,32,25,4,1700,Unknown,AMD,1611
Intel Celeron G1820T,CPU,2013-12-01,22,54,2,2400,Intel,Intel,1614
AMD A8-4500M,CPU,2012-05-15,32,35,2,1900,Unknown,AMD,1624
Intel Core i3-2100T,CPU,2011-02-20,32,35,2,2500,Intel,Intel,1634
Intel Core i3-4005U,CPU,2013-09-04,22,15,2,1700,Intel,Intel,1634
AMD A10-4655M,CPU,2012-05-15,32,25,2,2000,Unknown,AMD,1637
Intel Core i3-3120M,CPU,2012-09-30,22,35,2,2500,Intel,Intel,1641
Intel Core i3-3120M,CPU,2012-08-01,22,35,2,2400,Intel,Intel,1641
Intel Core i3-3120M,CPU,2012-09-30,22,35,2,2500,Intel,Intel,1641
AMD Phenom X4 9600,CPU,2007-12-19,65,95,4,2300,Unknown,AMD,1649
AMD Phenom X4 9600,CPU,2007-11-19,65,95,4,2300,Unknown,AMD,1649
AMD A6-3600,CPU,2011-06-30,32,65,4,2100,Unknown,AMD,1649
AMD Phenom X4 9600,CPU,2008-03-27,65,125,4,2500,Unknown,AMD,1649
AMD Phenom X4 9600,CPU,2008-03-27,65,95,4,2300,Unknown,AMD,1649
AMD Phenom X4 9600,CPU,2008-04-28,65,95,4,2300,Unknown,AMD,1649
AMD A6-5200,CPU,2013-05-23,32,25,4,2000,Unknown,AMD,1653
Intel Celeron G1820,CPU,2013-12-01,22,54,2,2700,Intel,Intel,1670
AMD Athlon II X3 435,CPU,2009-10-09,45,95,3,2900,Unknown,AMD,1670
Intel Pentium G2100T,CPU,2012-09-03,22,35,2,2600,Intel,Intel,1691
Intel Core i3-560,CPU,2010-08-29,32,73,2,3333,Intel,Intel,1696
Intel Celeron G1630,CPU,2013-09-01,22,55,2,2800,Intel,Intel,1707
AMD Athlon II X4 600e,CPU,2009-10-20,45,45,4,2200,Unknown,AMD,1711
AMD Athlon II X3 440,CPU,2010-01-25,45,95,3,3000,Unknown,AMD,1718
Intel Pentium G3250T,CPU,2014-07-21,22,35,2,2800,Intel,Intel,1726
Intel Core i5-2557M,CPU,2011-06-01,32,17,2,1700,Intel,Intel,1732
AMD A10-5745M,CPU,2013-06-01,32,25,4,2100,Unknown,AMD,1738
Intel Core i3-4000M,CPU,2013-09-04,22,37,2,2400,Intel,Intel,1744
Intel Core i5-540M,CPU,2010-01-07,32,35,2,2533,Intel,Intel,1752
Intel Celeron G1840,CPU,2014-05-01,22,54,2,2800,Intel,Intel,1758
AMD Athlon II X3 450,CPU,2010-09-21,45,95,3,3200,Unknown,AMD,1763
Intel Core2 Quad Q9100,CPU,2008-08-01,45,45,4,2267,Intel,Intel,1764
AMD A8-5557M,CPU,2013-06-01,32,35,4,2100,Unknown,AMD,1774
AMD Phenom II X4 910,CPU,2009-02-09,45,95,4,2600,Unknown,AMD,1776
Intel Core2 Quad Q6600,CPU,2007-01-07,65,105,4,2400,Intel,Intel,1778
Intel Core2 Quad Q6600,CPU,2009-08-31,45,95,4,2700,Intel,Intel,1778
Intel Core2 Quad Q6600,CPU,2007-07-23,65,95,4,2400,Intel,Intel,1778
Intel Core2 Quad Q8200,CPU,2008-08-31,45,95,4,2333,Intel,Intel,1797
Intel Core2 Quad Q8200,CPU,2009-01-18,45,65,4,2333,Intel,Intel,1797
Intel Core M-5Y70,CPU,2014-09-05,14,5,2,1100,Intel,Intel,1807
AMD Athlon II X3 445,CPU,2010-05-11,45,95,3,3100,Unknown,AMD,1808
Intel Core2 Quad Q8300,CPU,2008-11-30,45,95,4,2500,Intel,Intel,1814
Intel Core i3-2100,CPU,2011-02-20,32,65,2,3100,Intel,Intel,1819
Intel Core M-5Y10c,CPU,2014-10-27,14,5,2,800,Intel,Intel,1822
Intel Core i3-2330E,CPU,2011-06-01,32,35,2,2200,Intel,Intel,1823
AMD A6-3620,CPU,2011-12-20,32,65,4,2200,Unknown,AMD,1830
AMD Athlon II X3 455,CPU,2010-12-07,45,95,3,3300,Unknown,AMD,1832
Intel Core i5-560M,CPU,2010-09-26,32,35,2,2667,Intel,Intel,1832
AMD A6-9500E,CPU,2017-07-27,28,35,2,3000,Unknown,AMD,1841
AMD Phenom II X4 805,CPU,2009-02-09,45,95,4,2500,Unknown,AMD,1844
AMD A8-5550M,CPU,2013-06-01,32,35,4,2100,Unknown,AMD,1844
AMD Phenom II X3 B77,CPU,2010-05-11,45,95,3,3200,Unknown,AMD,1844
Intel Core2 Extreme Q9300,CPU,2008-08-01,45,45,4,2534,Intel,Intel,1845
Intel Core i3-4100E,CPU,2013-09-04,22,37,2,2400,Intel,Intel,1848
AMD Phenom II X4 810,CPU,2009-02-09,45,95,4,2600,Unknown,AMD,1849
Intel Pentium G3220,CPU,2013-09-01,22,54,2,3000,Intel,Intel,1849
AMD A6-9500,CPU,2017-07-27,28,65,2,3800,Unknown,AMD,1864
AMD A6-9500,CPU,2017-07-27,28,65,2,3500,Unknown,AMD,1864
Intel Pentium G2120,CPU,2012-09-03,22,55,2,3100,Intel,Intel,1870
AMD Athlon II X4 610e,CPU,2010-05-11,45,45,4,2400,Unknown,AMD,1871
Intel Core i3-2105,CPU,2011-05-22,32,65,2,3100,Intel,Intel,1871
Intel Core i7-3555LE,CPU,2012-06-03,22,25,2,2500,Intel,Intel,1880
Intel Core M-5Y10,CPU,2014-09-05,14,5,2,800,Intel,Intel,1885
AMD Phenom II X4 905e,CPU,2009-06-02,45,65,4,2500,Unknown,AMD,1895
AMD Phenom II X4 920,CPU,2009-01-08,45,125,4,2800,Unknown,AMD,1899
AMD Opteron 2419 EE,CPU,2005-03-01,90,55,6,2200,Unknown,AMD,1902
AMD A10-5750M,CPU,2013-06-01,32,35,4,2500,Unknown,AMD,1902
Intel Core M-5Y10a,CPU,2014-09-05,14,5,2,800,Intel,Intel,1905
AMD A10-4600M,CPU,2012-05-15,32,35,2,2300,Unknown,AMD,1908
AMD Opteron X2170,CPU,2005-09-26,90,110,4,2400,Unknown,AMD,1911
AMD Opteron X2170,CPU,2005-09-26,90,95,4,2200,Unknown,AMD,1911
AMD Opteron X2170,CPU,2006-01-01,90,95,4,2800,Unknown,AMD,1911
AMD Opteron X2170,CPU,2013-05-29,28,22,4,1900,Unknown,AMD,1911
AMD Opteron X2170,CPU,2005-08-02,90,110,4,2000,Unknown,AMD,1911
AMD Opteron X2170,CPU,2005-08-02,90,110,4,1800,Unknown,AMD,1911
AMD Opteron X2170,CPU,2005-08-02,90,110,4,2200,Unknown,AMD,1911
AMD Opteron X2170,CPU,2016-09-01,28,25,4,2400,Unknown,AMD,1911
AMD Opteron X2170,CPU,2005-05-31,90,95,4,2000,Unknown,AMD,1911
Intel Pentium G3420T,CPU,2013-09-01,22,35,2,2700,Intel,Intel,1912
Intel Core i5-580M,CPU,2010-09-26,32,35,2,2667,Intel,Intel,1914
AMD Opteron 3320 EE,CPU,2012-12-04,32,25,2,1900,Unknown,AMD,1918
AMD Athlon II X3 460,CPU,2011-05-03,45,95,3,3400,Unknown,AMD,1924
Intel Core i3-2120,CPU,2011-02-20,32,65,2,3300,Intel,Intel,1926
Intel Celeron G1850,CPU,2014-05-01,22,54,2,2900,Intel,Intel,1926
Intel Xeon E5507,CPU,2010-03-16,45,80,4,2266,Intel,Intel,1928
Intel Pentium G3250,CPU,2014-07-21,22,54,2,3200,Intel,Intel,1928
AMD Athlon II X4 620,CPU,2009-09-16,45,95,4,2600,Unknown,AMD,1934
AMD Athlon II X4 620,CPU,2011-05-03,45,45,4,2600,Unknown,AMD,1934
Intel Xeon E5603,CPU,2011-02-14,32,80,4,1600,Intel,Intel,1935
AMD A8-3800,CPU,2011-06-30,32,65,4,2400,Unknown,AMD,1939
Intel Xeon E5506,CPU,2009-03-30,45,80,4,2133,Intel,Intel,1946
Intel Core i3-3220T,CPU,2012-09-03,22,35,2,2800,Intel,Intel,1949
AMD Athlon II X4 605e,CPU,2009-10-20,45,45,4,2300,Unknown,AMD,1957
Intel Core2 Quad Q9300,CPU,2008-03-10,45,95,4,2500,Intel,Intel,1962
AMD Athlon II X4 615e,CPU,2010-09-21,45,45,4,2500,Unknown,AMD,1967
Intel Core i5-3317U,CPU,2012-06-01,22,17,2,1700,Intel,Intel,1972
AMD A10-5757M,CPU,2013-06-01,32,35,4,2500,Unknown,AMD,1985
Intel Core i3-2130,CPU,2011-09-04,32,65,2,3400,Intel,Intel,1986
Intel Pentium G3420,CPU,2013-09-01,22,54,2,3200,Intel,Intel,1990
AMD Opteron 2427,CPU,2004-05-18,130,82,6,1600,Unknown,AMD,1995
Intel Core i7-620M,CPU,2010-01-07,32,35,2,2677,Intel,Intel,1999
Intel Core i7-620M,CPU,2010-01-07,32,35,2,2677,Intel,Intel,1999
Intel Core i5-2430M,CPU,2011-10-01,32,35,2,2400,Intel,Intel,2007
Intel Core i5-2430M,CPU,2011-10-01,32,35,2,2400,Intel,Intel,2007
Intel Core i3-3240T,CPU,2012-09-03,22,35,2,3000,Intel,Intel,2013
Intel Pentium G3450T,CPU,2014-07-21,22,35,2,2900,Intel,Intel,2016
Intel Core i5-655K,CPU,2010-05-30,32,73,2,3200,Intel,Intel,2017
Intel Core i3-5005U,CPU,2015-03-01,14,15,2,2000,Intel,Intel,2018
AMD Phenom II X4 830,CPU,2009-09-01,45,95,4,2800,Unknown,AMD,2022
Intel Core i3-2102,CPU,2011-06-01,32,65,2,3100,Intel,Intel,2029
Intel Core2 Quad Q8400,CPU,2009-04-19,45,65,4,2666,Intel,Intel,2036
Intel Core2 Quad Q8400,CPU,2009-04-19,45,95,4,2666,Intel,Intel,2036
AMD A6-3650,CPU,2011-06-30,32,100,4,2600,Unknown,AMD,2037
Intel Core i7-640M,CPU,2010-09-01,32,35,2,2800,Intel,Intel,2042
Intel Core i7-640M,CPU,2010-09-01,32,35,2,2800,Intel,Intel,2042
AMD Phenom II X4 910e,CPU,2010-01-25,45,65,4,2600,Unknown,AMD,2044
Intel Xeon E3-1220L,CPU,2011-04-03,32,20,2,2200,Intel,Intel,2050
AMD A6-3670,CPU,2011-12-20,32,100,4,2700,Unknown,AMD,2055
Intel Core2 Quad Q6700,CPU,2007-04-20,65,95,4,2666,Intel,Intel,2062
Intel Core2 Quad Q9400,CPU,2008-08-10,45,95,4,2666,Intel,Intel,2068
Intel Core2 Quad Q9400,CPU,2009-01-18,45,65,4,2666,Intel,Intel,2068
Intel Core M-5Y71,CPU,2014-10-27,14,5,2,1200,Intel,Intel,2069
AMD Opteron 1389,CPU,2016-01-14,28,32,4,1700,Unknown,AMD,2079
Intel Core i5-2435M,CPU,2011-09-01,32,35,2,2400,Intel,Intel,2085
Intel Core i5-2435M,CPU,2011-09-01,32,35,2,2400,Intel,Intel,2085
AMD Athlon II X4 631,CPU,2011-08-17,32,100,4,2600,Unknown,AMD,2085
Intel Core i7-3517U,CPU,2012-06-03,22,17,2,1900,Intel,Intel,2089
Intel Pentium G3450,CPU,2014-05-01,22,54,2,3300,Intel,Intel,2091
Intel Pentium G3258,CPU,2014-06-02,22,54,2,3200,Intel,Intel,2091
Intel Core i3-2125,CPU,2011-09-04,32,65,2,3300,Intel,Intel,2093
AMD Athlon II X4 630,CPU,2009-09-16,45,95,4,2800,Unknown,AMD,2093
Intel Core i5-2415M,CPU,2011-09-01,32,35,2,2300,Intel,Intel,2094
Intel Core M-5Y31,CPU,2014-10-27,14,5,2,900,Intel,Intel,2095
AMD Phenom II X4 820,CPU,2009-09-01,45,95,4,2800,Unknown,AMD,2103
AMD Phenom II X4 B93,CPU,2009-10-01,45,95,4,2800,Unknown,AMD,2104
AMD Athlon II X4 635,CPU,2010-01-25,45,95,4,2900,Unknown,AMD,2108
Intel Core2 Quad Q9450,CPU,2008-03-25,45,95,4,2666,Intel,Intel,2109
Intel Celeron G3930T,CPU,2017-01-03,14,35,2,2700,Intel,Intel,2109
Intel Pentium G3430,CPU,2013-09-01,22,54,2,3300,Intel,Intel,2125
Intel Pentium G3440,CPU,2014-05-01,22,54,2,3300,Intel,Intel,2129
Intel Core i7-3517UE,CPU,2012-06-03,22,17,2,1700,Intel,Intel,2141
AMD Athlon II X4 641,CPU,2012-02-06,32,100,4,2800,Unknown,AMD,2143
Intel Xeon L5520,CPU,2009-03-30,45,60,4,2266,Intel,Intel,2163
Intel Xeon L5520,CPU,2009-03-30,45,60,4,2133,Intel,Intel,2163
Intel Xeon L5520,CPU,2009-03-30,45,38,4,2000,Intel,Intel,2163
Intel Pentium G3460,CPU,2014-07-21,22,54,2,3500,Intel,Intel,2165
AMD A8-3820,CPU,2011-12-20,32,65,4,2500,Unknown,AMD,2165
Intel Core i3-5010U,CPU,2015-03-01,14,15,2,2100,Intel,Intel,2166
AMD Athlon II X4 640,CPU,2010-05-11,45,95,4,3000,Unknown,AMD,2171
AMD Phenom II X4 925,CPU,2009-05-11,45,95,4,2800,Unknown,AMD,2173
AMD Athlon II X4 638,CPU,2012-02-06,32,65,4,2700,Unknown,AMD,2183
Intel Core M-5Y51,CPU,2014-10-27,14,5,2,1100,Intel,Intel,2191
AMD Phenom II X4 960T,CPU,2010-06-01,45,95,4,3000,Unknown,AMD,2196
Intel Core i5-4250U,CPU,2013-06-04,22,15,2,1300,Intel,Intel,2196
Intel Core i3-3220,CPU,2012-09-03,22,55,2,3300,Intel,Intel,2203
Intel Core i5-4200U,CPU,2013-06-04,22,15,2,1600,Intel,Intel,2211
Intel Celeron G3900,CPU,2015-09-01,14,51,2,2800,Intel,Intel,2212
Intel Core i5-650,CPU,2010-01-07,32,73,2,3200,Intel,Intel,2215
Intel Core i3-3225,CPU,2012-09-03,22,55,2,3300,Intel,Intel,2222
AMD Phenom II X4 940,CPU,2009-01-08,45,125,4,3000,Unknown,AMD,2228
AMD A8-3850,CPU,2011-06-30,32,100,4,2900,Unknown,AMD,2244
AMD Phenom II X4 945,CPU,2009-07-22,45,95,4,3000,Unknown,AMD,2261
AMD Phenom II X4 945,CPU,2009-04-23,45,125,4,3000,Unknown,AMD,2261
Intel Core i5-3427U,CPU,2012-06-01,22,17,2,1800,Intel,Intel,2269
AMD Phenom II X4 840T,CPU,2010-09-01,45,95,4,2900,Unknown,AMD,2269
Intel Celeron G3930,CPU,2017-01-03,14,51,2,2900,Intel,Intel,2270
